type,osm_id,name,amenity,latitude,longitude
way,562258758,Saint Clare of Montefalco School,school,42.3910721,-82.9302772
way,562624138,Corewell Health Beaumont Hospital,hospital,42.383479,-82.9138248
way,562634849,Poupard Elementary School,school,42.444877,-82.9198933
way,562638306,J.E. Clark Preparatory Academy,school,42.39465,-82.9414492
way,562740165,Giving Tree Montessori School,school,42.4037095,-82.9180944
way,563503230,,school,42.3509571,-83.0519782
way,564823883,Hope Academy,school,42.3792978,-83.1353612
way,565632352,University of Detroit High School,school,42.4326849,-83.1543414
way,565632356,Palmer Park Preparatory Academy,school,42.4272539,-83.1384842
way,565634471,Pershing High School,school,42.4320105,-83.065461
way,565912973,Mackenzie Elementary-Middle School,school,42.365039,-83.1595245
way,566231386,Sampson Weber Acaemy,school,42.354382,-83.118017
way,566393301,Barack Obama Leadership Academy,school,42.3802752,-82.9854835
way,566404756,Hutchinson Elementary-Middle School at Howe,school,42.3695881,-82.9829993
way,566404763,Detroit Lions Academy,school,42.3791684,-82.9939227
way,567219465,Golightly Education Center,school,42.3648205,-83.0590758
way,567219467,University Preparatory Academy - Middle School,school,42.3623262,-83.0579379
way,567229027,Keidan Special Education Center,school,42.3739129,-83.1282865
way,567632563,Jerry L. White Center High School,school,42.4124705,-83.0494556
way,567961757,Detroit School of Arts,school,42.3485704,-83.0609352
way,568284671,Detroit Delta Preparatory Academy,school,42.3442167,-83.0671198
way,568335379,John D. Dingell VA Medical Center,hospital,42.3556713,-83.0592626
way,568338650,DMC Children's Hospital of Michigan Specialty Center,clinic,42.3533215,-83.0515702
way,568348727,Herlong Cathedral School,school,42.3566383,-83.0634146
way,568369339,Burton International Academy,school,42.3391387,-83.078031
way,568375227,DEPSA Primary Academy,school,42.3518347,-83.0374095
way,568385231,Universal Academy,school,42.3276005,-83.1450874
way,568385232,Priest Elementary‑Middle School,school,42.3374538,-83.1444719
way,568385233,Munger Elementary-Middle School,school,42.3367362,-83.1324437
way,568572547,Chandler Park Academy Middle School,school,42.4443524,-82.941768
way,568572548,Chandler Park Academy Elementary School,school,42.4452934,-82.9414649
way,568572549,Chandler Park Academy High School,school,42.4454022,-82.9403202
way,568758779,Walter P. Chrysler Elementary School,school,42.338301,-83.0337695
way,568811648,Wayne Elementary School,school,42.4150338,-82.956882
way,568838339,Winans Academy of Performing Arts,school,42.4135423,-82.9468241
way,568838341,Duke Ellington Conservatory of Music and Art,school,42.4083673,-82.978583
way,570119355,Oakman Elementary School,school,42.3465153,-83.1872752
way,570120556,Old Redford Academy High School,school,42.4182102,-83.2166217
way,570122316,Vernor Elementary School,school,42.4395191,-83.182629
way,570122317,David Ellis Academy,school,42.4300449,-83.1808123
way,570540460,Roberto Clemente Learning Academy,school,42.3096276,-83.1163361
way,570758275,Windsor Regional Hospital,hospital,42.3084425,-83.0319668
way,570795221,Woodworth Middle School,school,42.3228634,-83.1901984
way,570795228,Nolan Elementary-Middle School,school,42.4363,-83.0917251
way,574193394,Bunche Preparatory Academy,school,42.3441919,-83.0240919
way,574203637,Richard Elementary School,school,42.4362302,-82.9823544
way,574209196,Beacon Elementary School,school,42.4360519,-82.9380017
way,574209197,Carleton Elementary School,school,42.4275437,-82.9453604
way,576518088,Marion Law Academy,school,42.4380729,-83.0297777
way,576931005,Cornerstone Jefferson-Douglas Academy,school,42.4284351,-83.0301296
way,580580905,Advantage Alternative Junior High School,school,42.4507179,-83.0875228
way,581404391,Woodward Academy,school,42.3370631,-83.0374557
way,581728313,Will Rogers Elementary School (closed),school,42.3829435,-83.2816016
way,582960883,Henry Ford Medical Center - Fairlane,hospital,42.3199128,-83.2272291
way,585731391,Charles R. Drew Transition Center,school,42.3673557,-83.1563941
way,585734744,Murphy Academy,school,42.3990941,-83.2747155
way,585734747,Ludington Magnet Middle and Honors School,school,42.4346778,-83.2705393
way,585734750,Charles Wright Academy of Arts and Science,school,42.4319584,-83.2701732
way,585743851,The Children's Center Head Start Academy,school,42.4379118,-83.2378839
way,585743855,University YES Academy,school,42.4225442,-83.1916087
way,585743863,Hartford Nursing & Rehabilitation Center,clinic,42.4211043,-83.1930215
way,585759388,Communication and Media Arts High School,school,42.3984219,-83.2057755
way,585759389,Gardner Elementary School,school,42.3392201,-83.2015899
way,585759391,Academy of the Americas Elementary-Middle School,school,42.3271851,-83.1099507
way,585759392,Catherine Ferguson Academy,school,42.3406827,-83.0898513
way,585759393,,school,42.349524,-83.074599
way,585762884,Ralph Bunche Elementary School,school,42.3551425,-83.0217557
way,585762885,James and Grace Lee Boggs School,school,42.3631663,-83.0074241
way,585762887,Detroit Waldorf School,school,42.3643438,-82.997494
way,585762891,Mason Academy,school,42.4424874,-83.0548637
way,585762892,,school,42.4411521,-83.0547917
way,585762895,Frontier International Academy,school,42.4123138,-83.0580239
way,585762897,Detroit International Academy for Young Women,school,42.3773103,-83.0787524
way,585776506,CHASS Center,clinic,42.3087624,-83.096845
way,586983797,Life-alysis Kidney Center,clinic,42.3946806,-82.9850585
way,587002446,Jehovah's Witnesses Conner Park,place_of_worship,42.3965933,-82.9908774
way,587019446,,doctors,42.4095861,-83.003037
way,587317653,Temple of I Am,place_of_worship,42.3859511,-82.9686733
way,588518142,Stewart Elementary-Middle School,school,42.3897843,-83.1250363
way,589687670,Morning View Baptist Church,place_of_worship,42.3524376,-83.0972426
way,590812539,Riverside Academy Early Childhood Center,school,42.3432526,-83.1639768
way,590813607,Thirkell Elementary-Middle School,school,42.3669898,-83.0956528
way,591441610,Distinctive College Prep,school,42.4274134,-82.9231439
way,591441611,Tyrone Elementary School,school,42.4295586,-82.9213854
way,591699687,New Paradigm College Prep,school,42.3346344,-83.1094436
way,591946453,Dearborn Pediatric,doctors,42.2939088,-83.2485415
way,600095758,St Lazarus Serbian Orthdox Church,place_of_worship,42.4418226,-83.0226004
way,603531137,Hosmer Elementary School,school,42.39019,-82.9589392
way,603548306,Our Lady of the Assumption,place_of_worship,42.3064977,-83.0546096
way,604661631,Oakland International Academy Middle School,school,42.3896293,-83.0428244
way,608974971,DMG Medical Center,clinic,42.4353256,-82.9801503
way,609031124,Islamic Center of Hamtramck,place_of_worship,42.4003053,-83.0606779
way,610865724,Martin Evans Baptist Church,place_of_worship,42.4067991,-82.9967136
way,611600231,Philippians Church of God In Christ,place_of_worship,42.435435,-82.972464
way,612301787,Open Door Church of God in Christ of Detroit,place_of_worship,42.4350552,-82.9685924
way,612301793,Fresh Start Community Christian Church,place_of_worship,42.4350376,-82.9691054
way,612346459,,hospital,42.4202129,-83.214917
way,620158903,Fellowship Chapel,place_of_worship,42.4185027,-83.212089
way,622479738,A.L. Holmes Academy of Blended Learning,school,42.3953225,-83.0145434
way,623425596,Ford Wellness Center,clinic,42.3904196,-82.9801005
way,624730989,Christ Cathedral Baptist Church,place_of_worship,42.3496178,-83.1135986
way,625734673,Tolan Park Medical Building,clinic,42.3524743,-83.0515489
way,626772510,New Jerusalem Church of God in Christ,place_of_worship,42.361008,-83.1007751
way,626772788,Shrine of the Black Madonna,place_of_worship,42.3630418,-83.1021791
way,626772900,New Birth Church of Christ,place_of_worship,42.3646441,-83.1031341
way,626781550,Holy Cross Baptist Church,place_of_worship,42.3585277,-83.0978937
way,626818817,Pilgrim Rest Baptist Church,place_of_worship,42.3668543,-83.0419065
way,627067514,Cristo La Roca,place_of_worship,42.3177778,-83.1099635
way,627446611,Bibleway Temple for Better Living,place_of_worship,42.3715986,-83.1130678
way,627446612,The House of God,place_of_worship,42.3713799,-83.1136374
way,627585336,Mount Charity Baptist Church,place_of_worship,42.3714876,-83.1146978
way,627885774,Field School,school,42.3524108,-83.0014063
way,630795630,Greenfield Union School,school,42.4332279,-83.1077701
way,631294288,Central United Church,place_of_worship,42.3138107,-83.0361001
way,631308924,Linh Son Temple,place_of_worship,42.3135517,-83.0337958
way,631357399,Victory Way Assembly Church of God in Christ,place_of_worship,42.3523042,-83.1221393
way,631448820,St. Angela Merici Church,place_of_worship,42.3128968,-83.0238588
way,631667141,Warrendale Charter Academy,school,42.3474928,-83.2303452
way,631673334,Paradise Temple,place_of_worship,42.3535679,-83.0161442
way,632224391,East Side Church of Christ,place_of_worship,42.3559409,-82.9976887
way,632334880,Burns Elementary-Middle School,school,42.393692,-83.1910553
way,632337665,Bates Academy,school,42.4378327,-83.1625333
way,633281539,Saint Mary of Redford Elementary School,school,42.3973029,-83.2057501
way,633292610,Islamic International Academy,school,42.3516964,-83.1839731
way,633478309,,clinic,42.4466152,-82.969608
way,633478310,Trix Academy,school,42.4442258,-82.9909453
way,633711371,,school,42.4392457,-83.0200861
way,633714799,Detroit Achievement Academy,school,42.4200874,-83.2007934
way,633740994,McCollough-Unis School,school,42.3497101,-83.1805552
way,633785508,Detroit Job Corps Center,school,42.3877741,-83.105606
way,633787316,Thurgood Marshall Elementary School,school,42.4060168,-83.1289893
way,633787318,Bagley Elementary School,school,42.4252004,-83.1522264
way,633904159,Dove Academy of Detroit,school,42.441605,-83.0664255
way,633982063,Dossin Elementary-Middle School,school,42.3833683,-83.2106274
way,634991745,Samaritan Missionary Baptist Church,place_of_worship,42.3702492,-82.9973752
way,635658518,Detroit Academy of Arts and Sciences,school,42.3406632,-83.0181903
way,635672951,Davison Elementary-Middle School,school,42.4117705,-83.0688694
way,635672952,Al-Ikhlas Training Academy,school,42.4098908,-83.0642462
way,635737680,Mt. Nebo Missionary Baptist Church,place_of_worship,42.3708003,-82.9961677
way,636607434,Neinas Dual Language Learning Academy,school,42.3171438,-83.1071298
way,636618256,Gesu Catholic School,school,42.4177151,-83.1383832
way,636992737,DMC Northwest Women's Care,hospital,42.4422506,-83.2633285
way,637001361,Cesar Chavez Academy Martin Campus,school,42.329063,-83.1252958
way,637001605,Academy of the Americas,school,42.3280719,-83.1222131
way,638522293,DPS Harris Building,school,42.3610812,-83.0233449
way,638522295,Team Wellness Center – East,clinic,42.3619603,-83.0213136
way,638760076,DMC Sinai-Grace Outpatient Behavorial Health,clinic,42.4170091,-83.1853794
way,638846797,,school,42.2693782,-83.1542816
way,638846804,Clarence B Sabbath Middle School,school,42.2711262,-83.1465237
way,639002697,,place_of_worship,42.3979931,-82.9230826
way,639196555,New St. Paul Head Start,school,42.3949156,-83.2395592
way,639537331,Detroit Leadership Academy Elementary School,school,42.3843906,-83.2703533
way,640324478,,school,42.4294046,-83.0282209
way,640353729,New Paradigm Glazer Academy,school,42.3990663,-83.1168877
way,640355707,Burt Elementary School,school,42.4068519,-83.2445587
way,640739086,Maples Elementary School,school,42.340859,-83.1913182
way,640845856,Calvary Methodist Episcopal Zion Church,place_of_worship,42.3580369,-83.2229516
way,640845858,Second Grace United Methodist Church,place_of_worship,42.3580269,-83.224405
way,640991120,Saint Cunegundis School,school,42.3363688,-83.1467224
way,640993487,Shar Academy,school,42.3526303,-83.1112466
way,641002620,Salina Intermediate School,school,42.3054838,-83.148406
way,641002621,Salina Elementary School,school,42.3069281,-83.1495693
way,641070965,Southwest Counseling Solutions Waterman Outpatient Clinic,clinic,42.3124399,-83.1132863
way,641335384,Academy of Oak Park-Whitcomb,school,42.391067,-83.1968198
way,642027554,Old Melvindale High School,school,42.2783356,-83.1856533
way,642027557,Strong Middle School,school,42.2799236,-83.1806408
way,642401503,,place_of_worship,42.3186912,-83.0131225
way,642401523,,place_of_worship,42.3198633,-83.01396
way,642843265,Old Redford Academy Middle School,school,42.4154007,-83.2598948
way,642978858,,school,42.3314549,-83.2329693
way,642978861,The Dearborn Academy,school,42.3309027,-83.2279229
way,643027958,,school,42.3306607,-83.2291762
way,643484911,Development Centers Head Start,school,42.4300053,-83.2614728
way,643484915,Cornerstone Health + Technology High School,school,42.4180111,-83.2200528
way,644050150,West Village Academy,school,42.2846438,-83.2817812
way,644961689,Noor-ul-Islam,place_of_worship,42.3210224,-83.0159066
way,645640576,Cesar Chavez Academy Vernor Campus,school,42.3111356,-83.1293824
way,645689997,Detroit Police Training Academy,school,42.3572997,-83.0955597
way,646096547,Flagship Charter Academy,school,42.3881224,-83.1565438
way,647084342,Old Redford Academy Elementary School,school,42.4159961,-83.2601449
way,647761963,Beaumont Northside Family Medicine,clinic,42.38864,-83.1985702
way,647770656,DMC Greenfield Health Center,clinic,42.4315285,-83.2002712
way,647798434,Bridge Academy East,school,42.3999017,-83.0453891
way,647798436,Transfiguration School,school,42.4151265,-83.0439029
way,647803299,Boykins Continuing Education Center,school,42.3865789,-83.0926204
way,648311719,Saint Cecilia School,school,42.3729685,-83.1399693
way,648318221,Allen Academy,school,42.3637873,-83.1195715
way,648425181,Westside Bible Christian Church,place_of_worship,42.4278268,-83.2838031
way,648740992,Henry Ford Kingswood Hospital,hospital,42.4471337,-83.1643954
way,649199289,Grosse Pointe Opthamology,clinic,42.3774322,-82.934599
way,649199290,Detroit Institute of Opthomology,clinic,42.3775855,-82.9338289
way,649368090,First Step Academy,school,42.3645576,-83.2173088
way,649368093,WAY Academy West,school,42.3638726,-83.2305566
way,649368101,Vetal Elementary School,school,42.389971,-83.2315441
way,649373825,WAY Academy Southwest,school,42.3089793,-83.1326126
way,649633279,Greater Burnette Baptist Church,place_of_worship,42.3858393,-83.2119369
way,652111345,Evergreen Lutheran School,school,42.3564525,-83.2355285
way,652450657,DCHC East Riverside Health,clinic,42.3718281,-82.9480425
way,653294370,W. F. Herman Academy Elementary School,school,42.3104343,-82.9759715
way,653404496,H.J. Lassaline Catholic School,school,42.3017411,-82.9205937
way,653416101,St. Rose,place_of_worship,42.3297899,-82.9533588
way,653643431,Temple of Faith Baptist School,school,42.3641345,-83.2012946
way,653644516,Barton Elementary School,school,42.3597893,-83.1543483
way,653644517,Detroit Advantage Academy,school,42.3680999,-83.1649695
way,653770080,Baitul Ehsaan Mosque,place_of_worship,42.2910944,-82.9919258
way,653770099,St. Vladimir Ukrainian Orthodox Cathedral,place_of_worship,42.3020431,-82.9973799
way,653770100,Hugh Beaton Public School,school,42.2990755,-82.9996451
way,653774913,Northwest Early Learning Center,school,42.4307369,-83.1824055
way,653778230,Detroit Public Safety Academy,school,42.3250412,-83.0671895
way,653835860,Dougall Avenue Public School,school,42.310434,-83.0387443
way,654095505,Detroit Prep,school,42.3718985,-83.0039864
way,654095506,Cesar Chavez Academy East Campus,school,42.3713997,-83.0063423
way,654806460,New Greater Faith Missionary Baptist Shurch,place_of_worship,42.4077462,-83.1796212
way,656734729,École élémentaire catholique Sainte-Thérèse,school,42.3073637,-82.9595121
way,656751963,Love Joy Missionary Baptist Church,place_of_worship,42.2711609,-83.1433364
way,657969813,,place_of_worship,42.3113623,-82.9555782
way,658936683,Biblical Faith Ministry Center,place_of_worship,42.3864971,-83.2385053
way,659233255,,clinic,42.2922133,-83.0128609
way,661240996,Promised Land Ministries,place_of_worship,42.4090514,-83.1811986
way,662515323,William Ford Elementary School,school,42.3303597,-83.1871333
way,663686497,Joy Preparatory Academy,school,42.4017369,-83.1361437
way,664772200,Peace for All Ministries,place_of_worship,42.3728519,-83.1751941
way,665033770,Yost School,school,42.4078329,-83.2834687
way,667990957,Our Lady of Grace,place_of_worship,42.3562195,-83.2713273
way,668024625,Mount Valley Baptist Church,place_of_worship,42.4019794,-83.190587
way,669968425,Advanced Technology Academy,school,42.3222437,-83.1681873
way,669968426,Miller Elementary School,school,42.3224673,-83.1701405
way,669968427,Cotter Early Childhood Center,school,42.321286,-83.1704462
way,671147118,George Washington Carver Academy,school,42.4083353,-83.1018638
way,671408804,Loyola High School,school,42.4030409,-83.1665115
way,671612466,Henry Ford Medical Center - Hamtramck,clinic,42.3909639,-83.0575968
way,671704244,Most Holy Trinity School,school,42.3298664,-83.061459
way,672180318,All Saints' Anglican Church,place_of_worship,42.3181761,-83.0352952
way,672309091,Family Medicine,clinic,42.2565917,-83.1995285
way,672309094,Detroit Sinus Center,clinic,42.25601,-83.1976338
way,672309095,Best Medical Center,clinic,42.2559127,-83.1972889
way,672693795,Divine Child High School,school,42.3188418,-83.2838662
way,672693800,Divine Child Elementary School,school,42.319923,-83.2845125
way,673001381,Colin Powell Academy,school,42.3927429,-82.9629918
way,673491330,Dearborn Christian Preschool,school,42.2927669,-83.2451982
way,675238900,,place_of_worship,42.2658532,-83.1555721
way,675317210,Hamtramck Academy,school,42.4041515,-83.0526635
way,675324537,Dickinson East Elementary School,school,42.3980275,-83.0520107
way,675324538,Oakland International Academy High School,school,42.3937492,-83.0591418
way,676078462,Our Lady of Lourdes,place_of_worship,42.2741458,-83.1355502
way,678024860,St John the Great Baptist Church,place_of_worship,42.4096,-83.1799856
way,679053643,Caniff Liberty Academy,school,42.3988204,-83.0618293
way,679053646,Early Childhood Elementary School,school,42.4042756,-83.0600044
way,679124880,StoneCrest Center,hospital,42.4434663,-82.9713931
way,679124888,,clinic,42.4353165,-82.980247
way,679135230,Joy Center Headstart,school,42.3696751,-83.142027
way,679139186,St. David Elementary School,school,42.4071323,-82.9949986
way,681205751,Detroit Merit Charter Academy,school,42.3761194,-82.9408151
way,681266224,Saint Stanislaus School,school,42.3722216,-83.0463459
way,681275648,Corewell Health Urgent Care,clinic,42.2599701,-83.2077853
way,681775532,,clinic,42.3862143,-83.1811228
way,682805269,,clinic,42.4332328,-83.0486978
way,683606516,Sherrill Middle School,school,42.35454,-83.1418923
way,684613599,Disciples of Christ Baptist Church,place_of_worship,42.3875479,-83.1788891
way,688174802,Fellowship Tabernacle Church of God in Christ,place_of_worship,42.4180106,-83.1740791
way,688224859,Tabernacle of Faith Church,place_of_worship,42.4168964,-83.1764541
way,688240236,Dr. Ronald F Williamson MD,doctors,42.4172578,-83.179562
way,688430066,Full Gospel Christian Church,place_of_worship,42.4232397,-83.1789304
way,688443594,,clinic,42.4235616,-83.1797367
way,688491143,DMC Sinai-Grace Outpatient Behavioral Health,doctors,42.4168406,-83.1855247
way,688742534,Liberty Temple Baptist Church,place_of_worship,42.4174742,-83.1989835
way,688967545,Westminster Church of Detroit,place_of_worship,42.4208615,-83.1906194
way,690012940,Cass Technical High School,school,42.3386084,-83.0610195
way,690297155,Catherine C. Blackwell Institute,school,42.3889262,-83.0054399
way,691531566,Resurrection Christian Center,place_of_worship,42.4233983,-83.1999493
way,691713506,Detroit International Young Women's Academy,school,42.3828038,-83.0798147
way,692029594,Woodward Corridor Family Medical Center,clinic,42.3442305,-83.0636991
way,694778574,Melvindale High School,school,42.2733662,-83.2039665
way,696038843,Assumption College School,school,42.2950551,-83.0608783
way,697837682,New Ebenezer Baptist Church,place_of_worship,42.3502106,-83.1130311
way,700602278,Metropolitan Church of God,place_of_worship,42.3857751,-83.1780189
way,700602298,Christ Reformed Baptist Church,place_of_worship,42.3864221,-83.1796502
way,700605479,,place_of_worship,42.4188182,-83.1096125
way,703235897,,school,42.3148662,-83.2696971
way,703235898,Bryant Junior High School,school,42.3147,-83.2738765
way,711493018,,place_of_worship,42.2666952,-83.1464466
way,711517413,Christian Fellowship Church of Detroit,place_of_worship,42.2634224,-83.17166
way,712321355,ELIM Baptist Church,place_of_worship,42.4324564,-83.2588882
way,714471057,"Martin Luther King, Junior Education Center Academy",school,42.4147476,-83.17117
way,714511138,New Mount Sinai Church,place_of_worship,42.37187,-83.2218013
way,714756449,,place_of_worship,42.3847771,-83.2568
way,714770580,Allendale Elementary School,school,42.2800332,-83.1767844
way,717611540,University Preparatory Academy Elementary School – Ellen Thompson Campus,school,42.3615386,-83.0770956
way,717709608,University Prep Science & Math High School,school,42.3370868,-83.0204309
way,720592533,New Way Christian Community Church,place_of_worship,42.3928807,-83.1111889
way,720592601,First Pilgrim Guide Baptist Church,place_of_worship,42.3901435,-83.1064573
way,721768331,Ambassador Baptist Church,place_of_worship,42.2903322,-83.0650503
way,722800066,The Original Church of God,place_of_worship,42.3889393,-83.1189371
way,722937681,Taylor Parks Elementary School,school,42.2598188,-83.2390491
way,727337162,Islamic Council of America,place_of_worship,42.3418466,-83.1771059
way,727424733,Christ Love Tabernacle Missionary Baptist Church,place_of_worship,42.3722023,-83.2005093
way,727432515,New Gospel Temple,place_of_worship,42.3503696,-83.2086963
way,727432518,St. Christopher Catholic Church,place_of_worship,42.3487109,-83.2063844
way,727743197,Alleluia Romanian Pentecostal Church,place_of_worship,42.2774634,-83.2562927
way,727753348,,place_of_worship,42.2799546,-83.2481009
way,727869876,,clinic,42.3552381,-83.2842499
way,728148414,The Family Doc,doctors,42.3414812,-83.2876332
way,728243262,Allen Park Health Center,clinic,42.2565945,-83.212735
way,729199443,Dearborn Pediatrics,doctors,42.2913257,-83.2505919
way,729202410,St. Suzanne / Our Lady Gate of Heaven Parish,place_of_worship,42.364278,-83.2307771
way,731858875,Kingdom Hall of Jehovah's Witnesses,place_of_worship,42.3694629,-83.2171563
way,732682443,St. Paul AME Zion Church,place_of_worship,42.3777493,-83.1232658
way,732962884,Canaan Missionary Baptist Church,place_of_worship,42.391566,-83.1206851
way,732995165,Universal Academy,school,42.3281784,-83.1420433
way,733369182,Mount Lebanon Baptist Church,place_of_worship,42.3963376,-83.1245886
way,734018505,,place_of_worship,42.3721668,-83.2079903
way,734031411,Greater Love Tabernacle Church of God in Christ,place_of_worship,42.3719845,-83.214764
way,734131588,New West Cide Central MBC,place_of_worship,42.3649748,-83.235437
way,734133882,United Christian Church Detroit,place_of_worship,42.3650147,-83.2327969
way,734251755,Children's Garden,school,42.3306471,-83.1670402
way,734251769,Quaran Institute of America,school,42.3289218,-83.1499696
way,734251770,Masjid Al-Furqan,place_of_worship,42.3289798,-83.1493448
way,734251807,,clinic,42.3102385,-83.126694
way,734253201,Hazel Park Empowerment West Alternative School,school,42.3669026,-83.2051555
way,734257168,Henry Ford Medical Center - Ford Road,clinic,42.3276843,-83.2222101
way,734302605,Grace Community Church,place_of_worship,42.3643756,-83.236668
way,736215471,Second Ebenezer Church,place_of_worship,42.416577,-83.0839679
way,736242403,Cathedral of Hope Nondenominational Church,place_of_worship,42.4232466,-83.0734789
way,736673676,Scott Memorial United Methodist Church,place_of_worship,42.3723273,-83.1958928
way,736676626,Greater Rehoboth Church of God in Christ,place_of_worship,42.3728962,-83.194106
way,736892454,Bethany Baptist Church,place_of_worship,42.3657251,-83.1934326
way,737179599,United Gospel Temple Missionary Baptist Church,place_of_worship,42.3585772,-83.18851
way,737317405,Third Mission Baptist Church,place_of_worship,42.3734435,-83.1710453
way,737317407,Third New Hope Baptist Church,place_of_worship,42.3735755,-83.1702587
way,737780377,George Crockett Academy,school,42.348873,-83.0869108
way,738903646,Open Door Bible Fellowship Church,place_of_worship,42.4449226,-83.1617433
way,738911529,Wyoming Avenue Church of Christ,place_of_worship,42.4412927,-83.1618595
way,740412284,Kosciuszko Middle School,school,42.4001018,-83.0652297
way,740412285,Hamtramck High School,school,42.4022664,-83.0576176
way,741349649,,place_of_worship,42.2672428,-83.128681
way,750625153,Redeemed Christian Fellowship Ministries International,place_of_worship,42.4283813,-83.1611846
way,751170234,Gracanica Serbian Orthodox Church,place_of_worship,42.3047791,-82.9832628
way,751170246,Grace Baptist Church,place_of_worship,42.3044329,-82.9851264
way,751428784,Middle Eastern Bible Fellowship,place_of_worship,42.301467,-82.918696
way,751428789,The Church of Jesus Christ of Latter-day Saints,place_of_worship,42.2996362,-82.9215685
way,751428790,The Salvation Army,place_of_worship,42.2999684,-82.9236101
way,751429894,Windsor Evangel Bible Church,place_of_worship,42.3048808,-82.9134614
way,751429898,L.A. Desmarais Catholic School,school,42.3097241,-82.9094357
way,751429900,Parkview Public School,school,42.3079949,-82.9095099
way,751429903,Parish of the Atonement,place_of_worship,42.3095084,-82.9150838
way,751673474,David Maxwell Public School,school,42.3148194,-82.9756943
way,751675888,Gordon McGregor Public School,school,42.3098172,-82.989559
way,751675890,St. Anne French Immersion Catholic School,school,42.3165037,-83.0046741
way,751678607,Queen Victoria Public School,school,42.3022567,-83.0309473
way,751678609,Immaculate Conception Catholic School,school,42.3148195,-83.0402919
way,751683597,First Lutheran Christian Academy,school,42.2570279,-82.9836582
way,751683601,Roseland Public School,school,42.2601566,-82.9930377
way,751683607,St. Christopher Catholic School,school,42.2798904,-82.9929358
way,751683611,St. Angela Catholic School,school,42.3063332,-83.0179055
way,751688424,West Gate Public School,school,42.297293,-83.0513127
way,751691390,Marlborough Public School,school,42.2892921,-83.0642087
way,751694906,Holy Names Catholic High School,school,42.277855,-83.0347053
way,751694907,General Brock Public School,school,42.299528,-83.0782486
way,751694909,St. Michael's Adult High School,school,42.3028929,-83.072066
way,751738105,École secondaire catholique E.J. Lajeunesse,school,42.2774975,-83.0207838
way,751738112,Northwood Public School,school,42.2787116,-83.0298952
way,751738113,Mason Educational Centre,school,42.3139259,-83.0543695
way,751738120,J.A. McWilliam Public School,school,42.2806438,-82.9857534
way,751738122,St. Teresa of Calcutta Catholic School,school,42.3051514,-82.9855371
way,751741297,École élémentaire Louise-Charron,school,42.2538131,-83.0329182
way,751756133,St. Peter's Marionite Church,place_of_worship,42.2963582,-83.0272022
way,753594466,Calvary Baptist Church,place_of_worship,42.3354479,-82.9176639
way,753599010,Riverside United Church,place_of_worship,42.3276434,-82.9649378
way,753600245,New Apostolic Church,place_of_worship,42.3274564,-82.9729928
way,753600246,St. Augustine of Canterbury Anglican Church,place_of_worship,42.327041,-82.9746595
way,754043584,,school,42.4108531,-83.1016231
way,757421879,Manuel Reyes Head Start Cetner,school,42.3099289,-83.1315991
way,758738080,Word of Truth Baptist Church,place_of_worship,42.3414902,-83.1099085
way,758742477,Galatian Christian Church,place_of_worship,42.3475652,-83.1043228
way,762333163,Warrendale Bible Chapel,place_of_worship,42.3427315,-83.2277731
way,763375310,,place_of_worship,42.2563613,-83.2784609
way,763504159,Kingdom Hall of Jehovah's Witness,place_of_worship,42.3879506,-83.1346142
way,765466185,Masjid Tawheed,place_of_worship,42.3435913,-83.2228296
way,769107196,Beaumont Schaefer Clinic,clinic,42.3213505,-83.1752695
way,770683343,New Center Child Care Academy,school,42.3731583,-83.079348
way,770683351,DMC Family Practice,clinic,42.3761333,-83.0766098
way,771377381,Spring Baptist First Church,place_of_worship,42.3388795,-83.1048055
way,771377390,Pleasant Hill Missionary Baptist Church,place_of_worship,42.3440454,-83.1126069
way,777535780,St. Matthew Elementary School,school,42.4112167,-82.9423494
way,777719648,Grace Ross Health Center,clinic,42.3956461,-83.1989207
way,779008836,Henry Ford Center for Athletic Medicine,doctors,42.365376,-83.0759191
way,779794960,Commonwealth Community Development Academy,school,42.4161977,-83.0559325
way,781424161,Hotel-Dieu Grace Healthcare,hospital,42.2842851,-83.0655943
way,782889797,,place_of_worship,42.327484,-82.9413011
way,783434055,,place_of_worship,42.3002918,-82.9547715
way,783467183,St. David's And St. Mark's Anglican Church,place_of_worship,42.275128,-82.9799194
way,783467730,,place_of_worship,42.2829662,-82.9810182
way,783470100,Phillippine International Baptist Church,place_of_worship,42.3146984,-82.9834772
way,783471014,Windsor Chinese Alliance Church,place_of_worship,42.3173295,-82.9801875
way,783471927,,place_of_worship,42.3226674,-82.9782486
way,783677138,,place_of_worship,42.3085352,-82.9904757
way,783677241,,place_of_worship,42.3121781,-82.995497
way,783694164,Kingdom Hall of Jehovah's Witnesses,place_of_worship,42.2811886,-82.9995075
way,783697347,immaculate Heart Parish,place_of_worship,42.298584,-83.0065325
way,783697404,Emmanuel United Church,place_of_worship,42.303213,-83.0036622
way,785251323,Third New Hope Baptist Church,place_of_worship,42.3442172,-83.1196547
way,785377240,Paulin Memorial Prebyterian Church,place_of_worship,42.2668886,-83.0157961
way,785385867,,place_of_worship,42.2955887,-83.0144388
way,785391350,Holy Apostolic Catholic Assyrian Church of the East,place_of_worship,42.3086598,-83.0221231
way,785392045,,place_of_worship,42.3055634,-83.0142123
way,785399148,Saint Matthew's Anglican Church,place_of_worship,42.2631229,-83.0290312
way,785399430,Iglesia La Luz del Mundo,place_of_worship,42.3515913,-83.123271
